API_CID,Excipient_CID,Outcome1,API_Smiles,Excipient_Smiles
196,24434,1,C(CCC(=O)O)CC(=O)O,[N+](=O)([O-])[O-].[K+]
196,516875,1,C(CCC(=O)O)CC(=O)O,[O-][Mn](=O)(=O)=O.[K+]
196,24823,1,C(CCC(=O)O)CC(=O)O,[O-][O+]=O
196,14793,1,C(CCC(=O)O)CC(=O)O,O=[Pb]=O
243,14798,1,C1=CC=C(C=C1)C(=O)O,[OH-].[Na+]
243,56841936,1,C1=CC=C(C=C1)C(=O)O,O.O.O=[Al]O[Si](=O)O[Si](=O)O[Al]=O
244,516875,1,C1=CC=C(C=C1)CO,[O-][Mn](=O)(=O)=O.[K+]
244,24823,1,C1=CC=C(C=C1)CO,[O-][O+]=O
244,51063134,1,C1=CC=C(C=C1)CO,COCC1C(C(C(C(O1)OC2C(OC(C(C2OC)OC)OC)COC)OC)OC)OC
244,1118,1,C1=CC=C(C=C1)CO,OS(=O)(=O)O
753,516875,1,C(C(CO)O)O,[O-][Mn](=O)(=O)=O.[K+]
753,6426889,1,C(C(CO)O)O,[O-]Cl(=O)=O.[K+]
753,14915,1,C(C(CO)O)O,O=[Cr](=O)=O
1103,751,1,C(CCNCCCN)CNCCCN,C(C(C=O)O)O
1983,6251,1,CC(=O)NC1=CC=C(C=C1)O,C(C(C(C(C(CO)O)O)O)O)O
1983,1183,1,CC(=O)NC1=CC=C(C=C1)O,COC1=C(C=CC(=C1)C=O)O
1983,11029,1,CC(=O)NC1=CC=C(C=C1)O,C(=O)([O-])[O-].[Mg+2]
1983,10112,1,CC(=O)NC1=CC=C(C=C1)O,C(=O)([O-])[O-].[Ca+2]
1983,14778,1,CC(=O)NC1=CC=C(C=C1)O,O=[Ca]
1983,6917,0,CC(=O)NC1=CC=C(C=C1)O,C=CN1CCCC1=O
1983,6134,0,CC(=O)NC1=CC=C(C=C1)O,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
1983,5988,0,CC(=O)NC1=CC=C(C=C1)O,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
1983,174,0,CC(=O)NC1=CC=C(C=C1)O,C(CO)O
1983,131751496,0,CC(=O)NC1=CC=C(C=C1)O,C1CC(=O)N(C1)C(CP)P
1983,22311,0,CC(=O)NC1=CC=C(C=C1)O,CC1=CCC(CC1)C(=C)C
